category,subject,lecturer,section,post/reply,"number of assignment","number of quiz","total assignment+quiz (including uts)","other activities","link to list of forums","link to list of assignments","link to list of quizzes"
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Juniarty  JUNIARTY","Week 7 Session 2",0,0,"Quiz simulasi uts 2nd",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Juniarty  JUNIARTY","Week 8 Session 1",0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS D 1586","Juniarty  JUNIARTY","Week 8 Session 2",0,0,"SOAL UJIAN TENGAH SEMESTER (MIDTERM EXAM  QUESTIONS))",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Gandadinata Thamrin",17,0,"UJIAN AKHIR SEMESTER - PAPER",0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Gandadinata Thamrin",18,0,0,"SOAL UJIAN TENGAH SEMESTER (MIDTERM EXAM  QUESTIONS))",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Gandadinata Thamrin",19,0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Gandadinata Thamrin",20,0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Gandadinata Thamrin",21,0,2,0,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Gandadinata Thamrin","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Gandadinata Thamrin","Week 1 Session 1",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Gandadinata Thamrin","Week 1 Session 2",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Gandadinata Thamrin","Week 2 Session 1",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Gandadinata Thamrin","Week 2 Session 2",0,0,1,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Gandadinata Thamrin","Week 3 Session 1",0,0,1,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Gandadinata Thamrin","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Gandadinata Thamrin","Week 4 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Gandadinata Thamrin","Week 4 Session 2",1,1,0,1,4,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Gandadinata Thamrin","Week 5 Session 1",2,1,0,1,3,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Gandadinata Thamrin","Week 5 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Gandadinata Thamrin","Week 6 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Gandadinata Thamrin","Week 7 Session 1",0,0,"Simulasi soal UTS 1st",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Gandadinata Thamrin","Week 7 Session 2",0,0,"Quiz simulasi uts 2nd",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Juniarty  JUNIARTY",17,0,"UJIAN AKHIR SEMESTER - PAPER",0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Juniarty  JUNIARTY",18,0,0,"SOAL UJIAN TENGAH SEMESTER (MIDTERM EXAM  QUESTIONS))",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Juniarty  JUNIARTY",19,0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Juniarty  JUNIARTY",20,0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Juniarty  JUNIARTY",21,0,2,0,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Juniarty  JUNIARTY","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Juniarty  JUNIARTY","Week 1 Session 1",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Juniarty  JUNIARTY","Week 1 Session 2",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Juniarty  JUNIARTY","Week 2 Session 1",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Juniarty  JUNIARTY","Week 2 Session 2",0,0,1,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Juniarty  JUNIARTY","Week 3 Session 1",0,0,1,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Juniarty  JUNIARTY","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Juniarty  JUNIARTY","Week 4 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Juniarty  JUNIARTY","Week 4 Session 2",0,1,0,1,4,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Juniarty  JUNIARTY","Week 5 Session 1",1,1,0,1,3,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Juniarty  JUNIARTY","Week 5 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Juniarty  JUNIARTY","Week 6 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Juniarty  JUNIARTY","Week 7 Session 1",0,0,"Simulasi soal UTS 1st",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS E 1587","Juniarty  JUNIARTY","Week 7 Session 2",0,0,"Quiz simulasi uts 2nd",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Gandadinata Thamrin",17,0,"PAPER UAS MK PENGANTAR BISNIS",0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Gandadinata Thamrin",18,0,0,"SOAL UJIAN TENGAH SEMESTER (MIDTERM EXAM  QUESTIONS))",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Gandadinata Thamrin",19,0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Gandadinata Thamrin",20,0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Gandadinata Thamrin",21,0,2,0,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Gandadinata Thamrin","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Gandadinata Thamrin","Week 1 Session 1",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Gandadinata Thamrin","Week 1 Session 2",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Gandadinata Thamrin","Week 2 Session 1",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Gandadinata Thamrin","Week 2 Session 2",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Gandadinata Thamrin","Week 3 Session 1",0,0,1,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Gandadinata Thamrin","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Gandadinata Thamrin","Week 4 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Gandadinata Thamrin","Week 4 Session 2",1,1,0,1,4,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Gandadinata Thamrin","Week 5 Session 1",1,1,0,1,3,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Gandadinata Thamrin","Week 5 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Gandadinata Thamrin","Week 6 Session 1",0,2,0,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Gandadinata Thamrin","Week 7 Session 1",0,0,"Simulasi soal UTS 1st",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Gandadinata Thamrin","Week 7 Session 2",0,0,"Quiz simulasi uts 2nd",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Juniarty  JUNIARTY",17,0,"PAPER UAS MK PENGANTAR BISNIS",0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Juniarty  JUNIARTY",18,0,0,"SOAL UJIAN TENGAH SEMESTER (MIDTERM EXAM  QUESTIONS))",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Juniarty  JUNIARTY",19,0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Juniarty  JUNIARTY",20,0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Juniarty  JUNIARTY",21,0,2,0,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Juniarty  JUNIARTY","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Juniarty  JUNIARTY","Week 1 Session 1",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Juniarty  JUNIARTY","Week 1 Session 2",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Juniarty  JUNIARTY","Week 2 Session 1",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Juniarty  JUNIARTY","Week 2 Session 2",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Juniarty  JUNIARTY","Week 3 Session 1",0,0,1,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Juniarty  JUNIARTY","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Juniarty  JUNIARTY","Week 4 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Juniarty  JUNIARTY","Week 4 Session 2",0,1,0,1,4,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Juniarty  JUNIARTY","Week 5 Session 1",1,1,0,1,3,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Juniarty  JUNIARTY","Week 5 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Juniarty  JUNIARTY","Week 6 Session 1",0,2,0,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Juniarty  JUNIARTY","Week 7 Session 1",0,0,"Simulasi soal UTS 1st",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS F 1588","Juniarty  JUNIARTY","Week 7 Session 2",0,0,"Quiz simulasi uts 2nd",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS K2BS 3218","RADITYO FAJAR ARIANTO",18,0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS K2BS 3218","RADITYO FAJAR ARIANTO",19,0,0,1,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS K2BS 3218","RADITYO FAJAR ARIANTO",20,0,0,1,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS K2BS 3218","RADITYO FAJAR ARIANTO","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS K2BS 3218","RADITYO FAJAR ARIANTO","Week 1 Session 1",0,1,4,5,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS K2BS 3218","RADITYO FAJAR ARIANTO","Week 1 Session 2",0,1,4,5,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS K2BS 3218","RADITYO FAJAR ARIANTO","Week 2 Session 1",0,1,4,5,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS K2BS 3218","RADITYO FAJAR ARIANTO","Week 2 Session 2",0,1,4,5,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS K2BS 3218","RADITYO FAJAR ARIANTO","Week 3 Session 1",0,2,4,6,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS K2BS 3218","RADITYO FAJAR ARIANTO","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS K2BS 3218","RADITYO FAJAR ARIANTO","Week 4 Session 1",0,1,4,5,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS K2BS 3218","RADITYO FAJAR ARIANTO","Week 4 Session 2",0,1,0,1,8,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS K2BS 3218","RADITYO FAJAR ARIANTO","Week 5 Session 1",0,1,0,1,7,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS K2BS 3218","RADITYO FAJAR ARIANTO","Week 5 Session 2",0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS K2BS 3218","RADITYO FAJAR ARIANTO","Week 6 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS K2BS 3218","RADITYO FAJAR ARIANTO","Week 6 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS K2BS 3218","RADITYO FAJAR ARIANTO","Week 7 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS K2BS 3218","RADITYO FAJAR ARIANTO","Week 7 Session 2",0,"Surat Pernyataan Kejujuran Ujian Akhir Semester","UJIAN AKHIR SEMESTER",2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS K2BS 3218","RADITYO FAJAR ARIANTO","Week 8 Session 1",0,0,1,1,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS KKBS 2991","Juniarty  JUNIARTY",17,0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS KKBS 2991","Juniarty  JUNIARTY",19,0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS KKBS 2991","Juniarty  JUNIARTY",20,0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS KKBS 2991","Juniarty  JUNIARTY",21,0,2,0,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS KKBS 2991","Juniarty  JUNIARTY","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS KKBS 2991","Juniarty  JUNIARTY","Week 1 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS KKBS 2991","Juniarty  JUNIARTY","Week 1 Session 2",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS KKBS 2991","Juniarty  JUNIARTY","Week 2 Session 1",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS KKBS 2991","Juniarty  JUNIARTY","Week 2 Session 2",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS KKBS 2991","Juniarty  JUNIARTY","Week 3 Session 1",0,1,1,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS KKBS 2991","Juniarty  JUNIARTY","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS KKBS 2991","Juniarty  JUNIARTY","Week 4 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS KKBS 2991","Juniarty  JUNIARTY","Week 4 Session 2",0,2,0,2,8,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS KKBS 2991","Juniarty  JUNIARTY","Week 5 Session 1",1,1,0,1,3,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS KKBS 2991","Juniarty  JUNIARTY","Week 5 Session 2",1,1,0,1,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS KKBS 2991","Juniarty  JUNIARTY","Week 6 Session 1",1,1,0,1,4,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS KKBS 2991","Juniarty  JUNIARTY","Week 6 Session 2",0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS KKBS 2991","Juniarty  JUNIARTY","Week 7 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS KKBS 2991","Juniarty  JUNIARTY","Week 7 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISNIS KKBS 2991","Juniarty  JUNIARTY","Week 8 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB [Shared Materials] 1573 4529","BAMBANG  SUPNANG","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB [Shared Materials] 1573 4529","Daniel Silaban","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB [Shared Materials] 1573 4529","Guest user  ","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB [Shared Materials] 1573 4529","SUSILO  SUHARDJO","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","BAMBANG  SUPNANG","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","BAMBANG  SUPNANG","Week 1 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","BAMBANG  SUPNANG","Week 4 Session 2",0,0,UTS/MID-EXAM,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","BAMBANG  SUPNANG","Week 6 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","BAMBANG  SUPNANG","Week 6 Session 2",0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","BAMBANG  SUPNANG","Week 7 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","BAMBANG  SUPNANG","Week 7 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","BAMBANG  SUPNANG","Week 8 Session 2",0,4,4,8,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","Daniel Silaban","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","Daniel Silaban","Week 1 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","Daniel Silaban","Week 4 Session 2",0,0,UTS/MID-EXAM,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","Daniel Silaban","Week 6 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","Daniel Silaban","Week 6 Session 2",0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","Daniel Silaban","Week 7 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","Daniel Silaban","Week 7 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","Daniel Silaban","Week 8 Session 2",0,4,4,8,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","Guest user  ","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","Guest user  ","Week 1 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","Guest user  ","Week 4 Session 2",0,0,UTS/MID-EXAM,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","Guest user  ","Week 6 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","Guest user  ","Week 6 Session 2",0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","Guest user  ","Week 7 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","Guest user  ","Week 7 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","Guest user  ","Week 8 Session 2",0,4,4,8,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","SUSILO  SUHARDJO","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","SUSILO  SUHARDJO","Week 1 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","SUSILO  SUHARDJO","Week 4 Session 2",0,0,UTS/MID-EXAM,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","SUSILO  SUHARDJO","Week 6 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","SUSILO  SUHARDJO","Week 6 Session 2",0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","SUSILO  SUHARDJO","Week 7 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","SUSILO  SUHARDJO","Week 7 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB A 1572","SUSILO  SUHARDJO","Week 8 Session 2",0,4,4,8,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","BAMBANG  SUPNANG","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","BAMBANG  SUPNANG","Week 4 Session 2",0,0,UTS/MID-EXAM,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","BAMBANG  SUPNANG","Week 6 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","BAMBANG  SUPNANG","Week 6 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","BAMBANG  SUPNANG","Week 7 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","BAMBANG  SUPNANG","Week 7 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","BAMBANG  SUPNANG","Week 8 Session 2",0,2,2,4,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","Daniel Silaban","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","Daniel Silaban","Week 4 Session 2",0,0,UTS/MID-EXAM,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","Daniel Silaban","Week 6 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","Daniel Silaban","Week 6 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","Daniel Silaban","Week 7 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","Daniel Silaban","Week 7 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","Daniel Silaban","Week 8 Session 2",0,2,2,4,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","Guest user  ","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","Guest user  ","Week 4 Session 2",0,0,UTS/MID-EXAM,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","Guest user  ","Week 6 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","Guest user  ","Week 6 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","Guest user  ","Week 7 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","Guest user  ","Week 7 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","Guest user  ","Week 8 Session 2",0,2,2,4,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","SUSILO  SUHARDJO","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","SUSILO  SUHARDJO","Week 4 Session 2",0,0,UTS/MID-EXAM,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","SUSILO  SUHARDJO","Week 6 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","SUSILO  SUHARDJO","Week 6 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","SUSILO  SUHARDJO","Week 7 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","SUSILO  SUHARDJO","Week 7 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR BISTAT + LAB B 1573","SUSILO  SUHARDJO","Week 8 Session 2",0,2,2,4,0,Link,Link,Link
